Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
876,63,"Lovely, but flawed","I bought this top on sale - very glad i did not pay full price for it! i wash everything before i wear it. when it dried i saw that there was a grease spot on the back and a small hole on one upper arm - i will probably be able to take care of the grease spot, but the hole will be a little trickier, as the material is kind of filmy.",1,0,0,General Petite,Tops,Knits
1072,68,,,2,0,0,General Petite,Dresses,Dresses
129,30,Pills horribly,"I splurged on this pajama set for myself and now regret it. even though the design is adorable, the fabric contains acrylic and the knitted fairisle part started pilling within the first week of wear. after a month and a couple washes, it looks horrible, and the fleece part is looking a little grungy as well. so so disappointed. the top is intentionally oversized and comes down to my crotch, i could have easily sized down.",2,0,1,Initmates,Intimate,Sleep
875,41,"If you have a large chest, step away form this one",Hangs terribly off the chest. tent-like. looks maternity. no thanks.,3,0,0,General,Tops,Knits
832,54,Cute top,"I ordered this top because it was 100 percent cotton and a cute design. when it arrived, i thought it was a cute, different top, uniquely designed. when i tried it on, it looked like a had several extra rolls due to the ruching and was very unflattering. it reminded me of the michelin man wearing extra tires and i am of a thin build so i did not like the perception of rolls throughout the bodice. unfortunately, it did not work for me. i wish retailer would include more cotton tops in their collect",2,0,4,General,Tops,Blouses
1072,26,Small up top,"I am returning this dress as it looks pretty matronly once it's on. the top was also very tight in the arms and chest (i am 5'9"", 140lbs, and 34d).",4,0,0,General Petite,Dresses,Dresses
822,38,Unwearable,"I ordered this shirt online and just received it in the mail. the floral design is nice, but the mesh fabric in the back is low quality and cheapens the look of the shirt (especially considering the price). most disappointingly, the neck hole is almost as small as the arm holes. with no zipper or button opening i could not fit my head through the opening and, thus, could not even put the shirt on. needless to say, i will be returning it. i ordered the xs, so it is possible that larger sizes do n",2,0,9,General,Tops,Blouses
875,71,Too loose and swingy,"Was not flattering on my body - i have a fuller figure, and this just made me look like i was pregnant.",3,0,1,General,Tops,Knits
828,30,"Cute fabric, but odd cut","I really wanted this shirt to work -- the fabric is really cool -- but sadly the cut was just way off. i'm 5'10"", and the shirt was much shorter on me than on the model, and the cut was just too wide under the armpits.",3,0,0,General,Tops,Blouses
1094,32,Nice but stiff,"This dress is very pretty in person. it fits true to size and is very figure flattering. one other reviewer mentioned it is a bit low cut, but i think that can be resolved by wearing a cami underneath to cover cleavage. my only gripe with this dress is that it's a little rough and stiff feeling. i am really sensitive to that and only buy things that are velvety soft. it probably works for most people but not for me, so had to go back.",3,0,0,General Petite,Dresses,Dresses
1094,42,Great dress but cut too low,"Dress caught my eye on the rack so i thought i'd try it on. the dress has lovely blue stripes (hard to discern in the online photo) which makes it a great year-round piece. however, like others have commented, it is too low to wear to work. will consider alternations to close the v-neck if the dress is marked down beyond its current sale price.",3,0,1,General Petite,Dresses,Dresses
828,59,Could have been executed better,"First, i absolutely love cloth & stone. but lately i'm finding some of the styles are going in a direction that just doesn't fit my style. that's ok because they still have some good basics. 


what i mean is the cut. a lot of their pieces are super long in the back and super short in the front (ie their slip dress they have out right now). this particular tank is like that, although this one is borderline. the sides cut up a little too high for my tastes and i can't help but think i'm wearin",3,0,31,General,Tops,Blouses
860,47,"Nice top, awful fabric","The top fits nice, but after one wear (didn't even washed it) the fabric was all fuzzy. would not recommend it.",2,0,1,General Petite,Tops,Knits
1100,44,Navy oompa loompa,"Okay, i love the blouse this brand has in the same material, so i thought i'd delight in this dress. i am a 5'7"" hourglass but have a longer torso. i ordered the large in this, usually a 10 or 12 fits me.. but the waist hit much higher than my natural waist, and yet it was somewhat tight and completely rigid. the bust area was a little loose, and i'm a 36c. then the bottom flared out in sort of a flower fairy poof above my knees which reminded me of a navy blue oompa loompa dress.. and i love my",3,0,3,General,Dresses,Dresses
1094,56,Flattering but very tight in the chest,"This dress seems quite high quality and is wonderfully designed, except in the chest. the wrap style hugs in all the right places but the chest. i'm slightly large chested (34c/d) but can usually wear a size small or size 4 in dresses and tops (5'5"", 122 lbs). the small in this dress was great everywhere else, but i couldn't breathe and it totally flattened out my chest. also, it is quite low cut, so another mark against it for anyone with a semi-large bust. couldn't wear it to work that reason",3,0,0,General,Dresses,Dresses
992,43,"Too small, too complicated","I agree with the other reviewer who said there was too much hardware and such. this really does have a lot going on. i usually wear a 4 in skirts, and based on reviews, went up one size. it still saw way up near my chest - i think even an 8 would be too small! it's sooooo tiny at the waist. probably buy 2 sizes, 2 and 3 sizes up from your own. also, the skirt flares super wide at the sides, it doesn't sit the way in the photo or maybe the model is holding it down with her hand. it's like a skirt",1,0,0,General,Bottoms,Skirts
835,75,Bought for the color,"Color is beautiful but looks like a maternity top on. i found i could tuck it in slacks and it looked fine. now for the cons:  it is supposed to be peacock design but i had only one peacock,under my arm, which could be seen, i guess, if i waved. the rest were parts of the bird. i would love to have the one in the photos!  next, who thought cheap white buttons on the back was a good idea?  if i had gotten a nice patterned top, i would have replaced the buttons. blouses that i like never seem to b",3,0,1,General,Tops,Blouses
1047,37,Ripped on first day,Perfect summer pants until i wanted to pet my dog and they ripped first time wearing them.,3,0,1,General Petite,Bottoms,Pants
1047,39,,"I am 5'2"" and 115lbs......ordered the blue motif in small petite. they were not only too big overall but were way too long. i had to roll them up several times to get the right length. because of fabric design these would definitely have to be hemmed. i had to check tag because i thought for sure i got sent a regular length but they were petite. not sure if they are worth trying in a smaller size..... pants were really comfy but maybe too pajama like for my taste.",3,0,2,General Petite,Bottoms,Pants
844,49,,"The colors in the green shirt are beautiful, however the cut looked like a maternity top on me. i'm 5'6"" 120#, not very busty. must try it on to match the right body type; i'm thinking very tall, wispy , less curves...",3,0,0,General,Tops,Blouses
835,38,Beautiful blouse but too boxy/swingy,"The blouse is lovely - i loved the lace, color (though just as other reviewers mentioned its a darker blue closer to a teal color) and edging. i am very petite, for reference, 5'2"", 24 waist and 30e and normally wear a 00 or 00p. the 00 was still too wide for me around the waist/bottom and had too much of a swingy effect - it made me look like i was pregnant so i sadly returned. i wish this had more of a fitted look to it.",3,0,1,General,Tops,Blouses
844,26,Too sheer,"I bought both colors based on the reviews and really like the prints. however, they are too sheer. i don't want to wear a tank top, but you have to with these tops since they are so sheer. i can also see the fabric tearing easily, it is too delicate. i sent both colors back. what a waste because the prints and colors are good. these tops are also not for busty ladies. i have a big bust, and the top part didn't cover my entire bust and was awkward because the division between the fabrics would st",2,0,2,General,Tops,Blouses
132,62,Beware when washing,"Wore this romper 1x and after washing, the hem on one of the shorts/legs completely unraveled. if i want to ever wear it again, i will have to bring it to a tailor to get fixed. unacceptable for a $200 product. cute design and good fit but questionable quality.",3,0,0,General,Bottoms,Shorts
1110,30,Pijamas or dress?,"The fabric is too sheer, also looks like sleepwear. just not my thing.",2,0,0,General,Dresses,Dresses
1110,56,Pretty fabric but needs serious pressing,"This dress arrived today in such a crumpled and wrinkled state that i was reluctant to even try it on. it is on the large size, but fine if you are looking for a very flowing look. longer at the front than shown in the photograph and i am 5'9"". i am sending it back. it is a pretty fabric, although shinier than expected. i am just not prepared to spend so much time pressing and steam ironing this item every time i want to wear it.",3,0,77,General,Dresses,Dresses
1110,28,Frumpy and clingy,"The fabric clung to my body i expected it to flow and be breezy, it was too flimsy, the arms were too wide and overall for $100 this dress didn't cut the mustard. i'm 5'7"" 135 the dress was long enough, just didn't flow very well.",2,0,1,General,Dresses,Dresses
1002,53,"Upholstery material, dry clean only! runs small.","First of all, this skirt is as cute on as it is in the picture. very flattering. i am a curvy gal on the bottom and this is flattering. that being said, it runs small. i purchased a large which is my usual size, and i need another inch or two all over to make it work. part of the problem is the material. it is a very heavy, durable upholstery like material. there is absolutely no give to this. it is a very stiff material as well -- more what i would expect on a sofa than on my skirt. the skirt c",2,0,1,General,Bottoms,Skirts
873,34,So-so,"I'm not in love with this, but the husband thinks it looks cute and the sale price isn't bad so i'm keeping it. i got it in s, and am usually an xs or s in retailer tops (34b, 26 inch waist, 120lbs). if i had gone with xs it probably would've been too tight in the shoulders. however i could be 6 months pregnant and you wouldn't know it. it is very boxy in the torso, and i realize the design is for it to be flowy, as the back is partially split. but it looks relatively fitted on the model, which is",3,0,2,General,Tops,Knits
873,28,Wanted to love it....!,"I really wanted to love this blazer...i've even tried it on several times hoping it would look better the next time around. (spoiler: it didn't :( ). overall, it makes me look pretty frumpy and not put together. i really love saturday/sunday brand and was hoping for a nice comfy blazer to wear to work. will be returning instead.",2,0,5,General,Tops,Knits
176,37,Not a great fit,This one pulled across my shoulders and neck in a creepy way. did not like the way that it fit. returned,2,0,0,Initmates,Intimate,Sleep
873,24,,,1,0,0,General,Tops,Knits
1099,34,Huge,I wear med or large in most items. the medium was huge. fit like a moo moo. size down by at least two.,2,0,8,General Petite,Dresses,Dresses
873,50,Looks cute - but sheds!,"This jacket looked adorable on. it was also quite comfortable. however, it sheds and left fuzz on every dark surface it touched. sadly, this is a deal breaker for me.",2,0,4,General,Tops,Knits
1110,35,Weird back,"I really wanted to keep this dress, and the material is amazing, so soft and gentle and delicate, the design is great, the front looks nice, but from back looks really awkward, big and kind of too loose!",3,0,0,General Petite,Dresses,Dresses
1116,20,Makes you look like a football player,"I was looking for a really warm, but stylish coat that i could wear when the weather is frigid as it sometimes gets here in the dc area. i tried on a size small, which is my usual coat size. while the coat fit, it was not flattering. for reference i am 5'9"" 128 pounds and usually wear a small/xsmall in retailer tops. in this coat i looked like a linebacker with pads on. the front material is doubled, which makes you look like you have a large protruding stomach. the shoulders are bulky and",1,0,0,General,Jackets,Outerwear
1116,60,,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",3,0,0,General,Jackets,Outerwear
939,41,Disapppointing,"Loved the idea of this - unfortunately, it disappointed all around. it's way too short and ran small. the fuzzy collar was also different than pictured in the stock photo and looked a bit tacky and cheap. the pricepoint is also way off the mark for this piece. usually an retailer small (5""7"" 140 lbs 32dd) but ordered a medium (small would not have fit in this piece). do not recommend.",2,0,10,General,Tops,Sweaters
895,63,Just couldn't get it to work,"I love this blouse on the model online. however, i couldn't get it to lay right and the material was a little scratchy for me. did not like the glittery thread.",3,0,0,General Petite,Tops,Fine gauge
1116,63,,"Thought i would splurge on a tracy reese coat. i got a size small, (120, 5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.",2,0,5,General,Jackets,Outerwear
861,37,Waaay to big,"Ordered this in xs my normal size (5'5"" 110 lbs) and it was huge! did not particularly care for the style either nothing special.",3,0,0,General,Tops,Knits
820,58,,"The fit is a little bit odd, it is short and wide, too much fabric. the quality is not good, the buttons can easily break and the stitching was falling apart. i am returning it.",3,0,20,General,Tops,Blouses
895,64,Pretty but unbalanced,"I didn't mind the ""scratchiness"" others proclaimed this garment had, but it is made very tight in the arms and across the back. looks great from the front, but uncomfortable.",2,0,1,General Petite,Tops,Fine gauge
895,34,Sparkly sweater,It hangs very nicely on the model in the picture but when i put it on it fit tight in the sleeves and upper back but huge in the front. the sweater was also sparkly which made it look cheap. i loved the lace detail in the back but the sweater was returned. did not fit well and was not good quality. very thin,2,0,0,General Petite,Tops,Fine gauge
96,41,,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,2,0,5,Initmates,Intimate,Intimates
1078,44,,I tried this on in my regular size and a size up. just didn't work in either. the attached slip bunched underneath and the material was rough. i did not purchase it.,3,0,3,General Petite,Dresses,Dresses
1095,21,Poor quality,"I bought this dress to wear to an out of state wedding. first time wearing, when i tied the strap, the pull through at the top of the halter broke with minimal stress. i sewed it back with a repair kit from the hotel but was worried the whole night the dress would not hold up. if this is all that is holding the dress on, it should be more secure with reinforced stitching. beautiful material and comfortable.",2,0,2,General,Dresses,Dresses
1078,49,"No, just no.","I wanted to love this. couldn't wait for it to arrive.  unfortunately, it doesn't look anything like the picture.  i usually wear a m/l in holding horses so i ordered a l but as soon as i held it up i noticed it was ridiculously large. the fabric is on the heavy side so the dress just hangs in a very unflattering way. and, it is extremely shimmery.  i love velvet, but the texture and sheen of this dress was just over the top. sadly, it is going back.",1,0,0,General Petite,Dresses,Dresses
1078,40,Not quite the right fit,"On the hanger, this looks like a great lbd. on me, not quite. the bell shape of this dress made it appear that i was carrying extra weight in the middle.  for reference, i tried a 0p, and i'm 5,1"", 102#, and 34a.",4,0,0,General Petite,Dresses,Dresses
1078,57,Picture misleading,"I ordered this and there is just so much fabric! in the pictures i think it is pinned in the back, in the main photo, to make it look more streamlined. definitely a miss!",3,0,0,General Petite,Dresses,Dresses
939,53,So disappointed,"I loved this coat in the picture, and couldn't wait to get it. sadly, it did not deliver in real life. i got my usual size small, and it fit well in the shoulders and sleeves, and okay in front. the big problem was the back. it just hung from my shoulders with zero shape, and a lot of extra fabric. i considered trying the xs, but was concerned that the shoulders might not be comfortable, and honestly i can't believe the xs could possibly have been different enough to work. maybe i got a defectiv",1,0,2,General,Tops,Sweaters
1078,61,Enormous,I ordered a size 0. the dress was extremely large. i am 5'2 and weigh 110. i guess you really must be 5'9 like the model to wear this dress. such a shame..,3,0,7,General Petite,Dresses,Dresses
1078,33,Not my kind of fit,"I wanted a comfortable and loose casual dress. i liked the pictures and decided to give it a try.
the dress turned out to be too loose (i got size 4 after checking the measurements chart, i'm 5'7' 125 lb and usually wear s). i could practically wrap myself in this dress. besides, it looks a bit too long (well, i'm not as tall as the model in the photos and i don't like wearing high heels).
the material looks faded, not as bright as in the pictures. i like distressed and vintage style, but this",2,0,0,General Petite,Dresses,Dresses
1077,57,Not at all as pictures,"This is quite an odd dress. it does wrap and is beautiful material. however, the dress does not close at all in the chest area. i thought perhaps it was meant to be a kimono. it will go back for sure.",1,0,0,General Petite,Dresses,Dresses
996,38,Runs small...dowdy length,"First, i was surprised that this skirt fabric felt similar to men's tie.  it is a thick weight silky feel.  next, i was surprised by the cut.... i wear a 12/14 petite, and the waist of the large is at least a size 10 if not smaller.  finally, the length was really long.  i realize i am 5'2 and buying non-petite sizes, but the cut was high ankle on me. i like the pattern and ruffles of fabric, both are unusual and good for fall/winter.  but i did not like the rest.",3,0,0,General,Bottoms,Skirts
1078,47,Really pretty dress,"I wanted to love this dress - it is gorgeous on the model, but unfortunately for me, it didn't fit right. i'm petite and ordered the xxs petite. it was snug in the upper body and looked like i was wearing a baby-doll dress. the material is high quality and i love the burnt red color. it just didn't fit right. definitely looks great on the model, but hung funny on me. i can see why it was highly rated, gorgeous dress - just not on me.",3,0,8,General Petite,Dresses,Dresses
850,42,Too shimmery,"While this top has a lovely design, neckline and color the metalic threads made it too shimmery for me. i actually think it looks better in pictures than in person because of the metallic threads.",3,0,0,General,Tops,Blouses
944,47,Too much fabric,"The fabric is very nice on this wrap, but it wears like a blanket.",1,0,1,General Petite,Tops,Sweaters
870,35,,Matronly and unflattering. i think this may work on a very tall and slender body type.,2,0,0,General,Tops,Knits
944,45,,"This is so bulky and itchy...could not stand to have it on! i'm a 6/8 & ordered the small, but it was still gigantic.",3,0,1,General Petite,Tops,Sweaters
870,25,"Strange fit, nice fabric and stitching","I ordered this in my usual size small (36b bust, 5'5"", around 116 lbs), but the seam around the high waist stuck out and didn't cinch in at the waist at all, rather bubbled out a bit. the tunic ""flaps"" laid strangely as well, like they were too small almost. the high cut sides were indeed high cut...showing the waistband of my leggings. apparently that is a new style, as i have seen a few other tops like it around, but i question whether slits that high are appropriate for actual wear outside on",2,0,1,General,Tops,Knits
900,49,It's a shame,I wanted to love this tunic sweater. the material is so soft and a perfect weight. the color is pretty. bu the fit absolutely did not work for me. the tunic runs very small. a large usually fits me but i felt like i was wearing a small. the slits are quite high. i was sorry to do it but this one went straight back!,1,0,1,General,Tops,Fine gauge
1010,54,Runs very small,"Great item. ordered for my wife for christmas. received it and the medium petite waist size measured at approximately 26"" (so it is at least 2"" off the standard--and a thick material needs a bit more room to fit well). disappointed! replaced with next size up...we'll see!",3,0,8,General,Bottoms,Skirts
1104,36,,"This dress had so much potential. the top was absolutely gorgeous. my issue was with the bottom half of the dress. the bottom is made from a heavy quilted material that is stiff and has no movement at all. the dress is supposed to fit like a modified mermaid dress where its more fitted around the hips and flares out, the dress i received had so much material on the bottom that it actually made my hips look bigger. i though about having the dress altered but decided to return instead.",1,0,9,General Petite,Dresses,Dresses
1054,29,,,1,0,0,General,Bottoms,Pants
1054,43,"Kinda cute, but elastic too tight around the legs","These felt like they were cutting off circulation around the calves. i tried pulling them lower to reduce the tightness but that made them way too droopy between the legs. an alternative would be to clip the elastic, but ultimately decided to return.",2,0,0,General,Bottoms,Pants
1110,20,Cute dress,"I usually wear a small, 4 or 6 and in this dress i couldn't even zip up the 8. so tight in the rib cage and chest. if i tried to go up even further the bottom half got much bigger. guess this one is not for me.",3,0,1,General Petite,Dresses,Dresses
18,42,Disappointing quality,"I ordered these leggings and loved them, for about an hour- at which point the belt loop ripped off of the pant, leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.",1,0,0,General Petite,Bottoms,Jeans
1089,41,Do not buy this dress,"I should have heeded the previous reviewer's advice. but i'm really short so i thought i'd give it a try. there is something really wrong with the bust. first, it's about 3-4 inches higher than it should be. the bottom trim cut across the middle of my bust. even if i hoisted everthing up in there to fit the cups, they are really only designed to fit cones, not curves. from the side it looked hideous. too bad, because the fabric and fit everywhere else is gorgeous.",1,0,17,General Petite,Dresses,Dresses
1110,42,Not a fan,"I am 5'8"" 140 lbs., 34b, and i ordered the 6 in denim. the dress is certainly tts: the 6 fit like a glove but wasn't at all tight. perhaps my expectations were too high with this dress--based on the other reviews, i thought that it would be perfect for my pear-shaped figure. however, i found that the a-line skirt accentuated my lower half, thereby making me look larger than i am, so i sent it back. otherwise, this is a great dress. it certainly did manage to hide lumps and bumps in spite of bein",3,0,0,General Petite,Dresses,Dresses
863,41,Not as it seems..,"I'm always looking for pieces that would good for either layering or worn alone. this looks cute on the model, but when i received it, it's actually very flowing. i wanted more of a straight cut. doesn't work very well on my body. i'm 5'3, 123 lbs., 34-d. it's going back.",2,0,3,General,Tops,Knits
1089,53,Three strikes,"I am now the third person to try this dress and return it for the same reason. the empire waist is too high and hits across the bust instead of underneath it. i can't imagine how they got it to fit this model so well. i am petite and i really love the idea of a maxi with sleeves, so i decided to try it even through the two previous reviewers reported this issue. unfortunately, i had the same problem. i am a c+ cup size. perhaps this would work on a very thin figure with a small bust. i ordered t",2,0,13,General Petite,Dresses,Dresses
1110,51,The white dress is extremely see-through,"I ordered the white ""denim"" online and was very disappointed by how thin the material was. i had tried on the light blue denim in the store and it had a nice weight to it. the style is wonderful and the fit is very flattering, but too sheer for me to wear outside the house!",2,0,1,General Petite,Dresses,Dresses
1059,53,Will pass on these,These look much cuter in the picture than in person. i found them to be very thin and cheap looking. i am pretty sure you could find a similar pair at a budget department store.,2,0,28,General,Bottoms,Pants
834,44,Not flattering on anyone,"Disappointed, the cut of the layer makes anyone wearing it look pregnant. even the model in the picture the way that layer hangs.",2,0,0,General,Tops,Blouses
1085,56,Not a rich style...,"The fabric and its texture didn't meet my expectations unfortunately. there were too much fray and cast-off of edge yarns of a fabric... 
however this will fit if you wear over the swimming wears.",2,0,4,General Petite,Dresses,Dresses
829,39,Classic,"I tried this top on with a pair of white shorts, half tucked, and it looked really classy and nice. the fit was loose but flattering, it is a tiny bit sheer, but i was wearing a magenta bra, so perhaps i am biased. overall, i think this is a good basic addition, to a summer wardrobe, can be worn with a nice skirt, or with jeans as shown here. the 0 (or xs, can't remember) fit me at 115 lbs, with 30dd chest.",4,0,4,General Petite,Tops,Blouses
831,33,Dissapointed,I agree with the other reviewer that the color of this top is more burgundy with purple undertones rather than a deep red like shown online. the fit was very boxy on me and it did not look flattering. i was not willing to to have it altered so i returned it.,3,0,0,General,Tops,Blouses
829,29,Wanted to like this more,"I really wanted to like this top, but couldn't seem to find the right fit. i tried it on in 3 different sizes and none of them were right - they were either too wide in the hips, or a little narrow in the shoulder. it is cute overall though - and a good way to do a short top, without feeling like you're in a ""crop top""",3,0,7,General Petite,Tops,Blouses
1080,29,Could have been great!,"I wanted to love this dress, it looks beautiful on the model but it isn't the flattering, even on sale i am not sure if it would be worth it, it it runs pretty big.",2,0,5,General,Dresses,Dresses
1085,44,Nope,"I was so excited for this dress.. but sadly it did not meet expectations. the gauze fabric already had several snags/pullers in it. the underslip was very short and just cleared my derriere.(i'm 5'7"") i normally take a 10/12 and ordered this in a l.. it was somewhat clingy in the hip area but yet bulky on top. also, i like to have the first button open, but you could then see the v neck of the underslip and it looked hokey. it's definitely a thicker material than the previous plaid tunic holding",2,0,3,General Petite,Dresses,Dresses
598,68,Not worth the price but looks good!,"I bought this scarf/dress for 20% off on mother's day weekend. i really like how it looks and can be worn over a bathing suit or just as a dress, but it is not worth the money. it is poor quality, a scarf stitched together with an attached chord that you tie around your neck. you can make this yourself or wait until it is at least 50% off the original price.",3,0,7,Initmates,Intimate,Swim
881,33,Boxy,Way too big and unflattering. i would love it to look like it does online but it's huge in person.,3,0,6,General,Tops,Knits
1128,41,,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,3,0,14,General,Jackets,Outerwear
282,41,Love these but color faded when washed,"I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy, untreatable stains). unfortunately, the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back",3,0,1,General,Bottoms,Shorts
282,49,Color run,"I love the way these shorts fit and look; very comfy, but after laundering one time, the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors, but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback, but be careful with laundering.",1,0,0,General,Bottoms,Shorts
1095,33,It fits!,"I ordered this dress to wear for summer weddings this year. i am both surprised and excited that it fits.

i normally wear an 18, sometimes a 16. stores like retailer are a place i go to admire fun cloths, but not to actually shop. i was concerned that the xl was going to be a fake xl- this happens sometimes. a brand only makes clothing up to a 12, so they're xl is really a 12. but not so! i feel like the xl could fit a 16 - 20. the l would probably fit a 16 as well.

this dress fits in",4,0,6,General Petite,Dresses,Dresses
1033,28,Whoa vanity sizing!,"I was extremely excited to receive these pants, given the two positive reviews. i'm a petite woman and have trouble finding jeans with the right proportions. i sized down from my normal size (27 to a 26) and was swimming in these pants. i would have had to go down three sizes to make these work. i'm not sure if i received a defective pair or what, but be cautious ordering these pants.",1,0,2,General,Bottoms,Jeans
282,63,Do not buy it!!!,"This pants the worst short that i ever had!!
i bought ;this short last week and i laundry it yesterday and it came out lost color!!
i was really shock definetly will return it to store.
fyi, i never use chrolox or bleach when i laundry.",1,0,1,General,Bottoms,Shorts
881,29,,"I want to love this shirt but it isn't happening. the proportions shown on the model are not how this shirt ends up fitting. the fabric is super soft and the pattern is great, if the fit works for you.",3,0,0,General,Tops,Knits
282,28,Love and disappointment!,"These are my all time comfiest shorts and i am obsessed with the lavender color. sadly, using free and clear detergent on a cold, delicate cycle made the color turn splotchy, and they are unwearable. this happened once and i exchanged for another pair, but i'll be returning this pair. i'll be sad to see my favorite color go, but there is obviously a defect in the dye used. maybe i'll try another color!",2,0,0,General,Bottoms,Shorts
1095,33,Burlap maternity dress?,No. this is one of the most unflattering things i've ever put on my body. i'm a very well-proportioned hourglass - i tend to wear a small despite a booty and 36d chest - this made me look huge. don't do it.,1,0,1,General Petite,Dresses,Dresses
862,28,Too pricey for the product,"I like this top. i received a ton of compliments when i wore it to work, but the material doesn't feel as high-quality as i had expected from the pictures online. it wasn't worth it to me to send it back, but i doubt i would have bought it if i had tried it on first.",4,0,9,General,Tops,Knits
988,25,Really close to liking it - but planning to return,"The print of this skirt is so fun. i love how it's styled on the model, and i could see it being very versatile. i decided not to keep it because, mainly, it is pricey and i'm afraid it'll get easily damaged. if i would wear it, i think i'd be worried about sitting on a dirty chair or spilling something on my lap and it being really visible-- and then having to upkeep it through dry cleaning. the fabric's nice and good quality. but honestly, if the skirt were cheaper and the fabric were cotton a",4,0,2,General,Bottoms,Skirts
988,26,My heart broke a little when i received this skirt,This skirt for sure was the most disappointing thing i've ever ordered from retailer. it looks like an all white skirt that has a little stiffness to it but looks are deceiving. it has this weird checkered patten and there is no shape to the skirt at all. there are also weird stitching lines. one more thing that i didn't like about the skirt was that it's a cream-ish color. not even the cute flamingos will make me keep this skirt. it's going back.,2,0,3,General,Bottoms,Skirts
1086,48,Too sheer,"The dress is beautiful on the model. in person it's sheer, but i could have dealt with that if the fit had been great. i am 5'4"" and the petite was too short and the regular too long. both are very boxy and seem to run big. even the size small in both petite and regular were too big on me and usually in cloth and stone size small is perfect. i really wanted to love this dress but ended up returning several sizes in my attempt to find the perfect size.",1,0,0,General Petite,Dresses,Dresses
868,36,Not good,"I loved this color and ordered it online because i thought it would work for both casual and work days dressed up a little. ummmmm, no. it's weird and boxy and does not look at all like it does on the model. i think maybe if you have no bust whatsoever and size way down it would look okay. i'm only a 34b, weigh 110 pounds, 5'3"" and it made me look huge and awkward. this is going back!",2,0,5,General,Tops,Knits
868,33,Doesn't wash well :(,"I purchased this top on sale and was really excited about the style. it fit great the first time i wore it. i washed it once, according to the care instructions. after washing it in cold water and allowing it to air dry, it was basically ruined. it shrunk up in length widened out about two inches. i'm pretty bummed about it because it was cute.",1,0,3,General,Tops,Knits
878,43,Disappointing,I love sundry and their fun designs--i was disappointed because the fabric is very thin and the dark part of the heart is not black but bluish slate grey. it is just not what i expected from the picture. i bought the xs and it felt baggy on the body.,1,0,3,General,Tops,Knits
1080,24,So short,So despite reviewers saying this was too short i decided to try it anyways. the dress is adorable the print t g e pockets so cute but the description is incorrect. the petite falls 30 from shoulder which means it's right under your bum so you move anyway and someone gets a show. it's unfortunate because this dress is adorable. it would fit tts except length. unfortunately this one has to go back.,3,0,0,General,Dresses,Dresses
972,72,,"The kimono is as pictured. the colors are true to what is shown on line, though the description indicates ""green multi""--it is not green. i returned the item, however. the quality is fine, but it seemed extremely over-priced to me. it seems to me that half the price would be fair for the quality.",3,0,5,General,Jackets,Jackets
864,46,Too much fabric,"This blouse has too much drapey fabric and it's just not flattering.  in the front part of the blouse the fabric is relatively short, but the sleeves have so much excess fabric it almost looks like a clown suit.  sending back.",1,0,0,General,Tops,Knits
827,53,Off or on the shoulder....,"The top is nice, good quality, etc.... but how do you keep the 'off the shoulder' off the shoulder? mine keeps inching up until it's just a boring white top with a strange loose neckline.",2,0,0,General,Tops,Blouses
868,29,Bulky!,"I wanted to like this top, as i usually adore a cute peplum feature. when i tried it on yesterday in the store, i was disappointed by how wide and bulky is it. i am petite (5'2"", 110 lbs), and i tried my usual xs. the fabric was substantial and of a high quality, but unfortunately in this design, that became a bad thing as the bottom of the shirt balooned out around me. it was very unflattering and i felt lost in the shirt! definitely try it on for yourself before purchasing.",3,0,1,General,Tops,Knits
868,25,No!!,"I thought i would love this shirt because it goes along with my style, but i returned it immediately. it runs so large! the colors are faded, and the trim of the shirt curl over, so it looks cheap and frumpy. i do not recommend this! it hits in all the wrong places.",2,0,0,General,Tops,Knits
